Time (GMT),Time,Latitude,Longitude,RPM,TPS,Brake,Fuel Flow Rate,Engine Load,Rail Pressure,MAP,Baro,Speed,ECT,IAT,MAF,BAT Volt,EGR,
85953,08:59:53,1256.761,7738.4101,0.00E+00,0,5,45,0b00,5c,57,0,7e,4b,200,3600,69,,
85954,08:59:54,1256.761,7738.4101,0.00E+00,0,5,47,0b00,5c,57,0,7e,4b,200,3600,6c,,
85954,08:59:54,1256.761,7738.4101,0.00E+00,0,5,47,0b00,5c,57,0,7e,4b,200,3600,6c,,
85955,08:59:55,1256.761,7738.4101,0.00E+00,0,5,47,0b00,5c,57,0,7e,4b,200,3600,6b,,
85955,08:59:55,1256.761,7738.4101,0dbc,0,5,47,0bcc,5c,57,0,7e,4b,271,36dc,6b,,
85956,08:59:56,1256.761,7738.4101,0d94,0,5,67,0cbc,5c,57,0,7e,4b,271,36dc,67,,
85956,08:59:56,1256.761,7738.4101,0.00E+00,0,1,67,0cbc,5c,57,0,7e,4b,02c3,3698,67,,
85957,08:59:57,1256.761,7738.41,0e0c,0,5,5d,0cf8,5d,57,0,7e,4b,02c3,3698,6b,,
85957,08:59:57,1256.761,7738.41,0.00E+00,0,5,5d,0cf8,5d,57,0,7e,4b,280,36fc,6b,,
85958,08:59:58,1256.761,7738.41,0.00E+00,0,5,53,0d34,5d,57,0,7e,4b,280,36fc,68,,
85958,08:59:58,1256.761,7738.4099,0e0c,0,1,53,0d34,5d,57,1,7e,4b,028c,36d9,68,,
85959,08:59:59,1256.761,7738.4098,0df8,0,1,5a,0cf8,5d,57,1,7e,4b,028c,36d9,6a,,
85959,08:59:59,1256.761,7738.4097,0d68,0,1,5a,0cf8,5d,57,2,7e,4b,02be,370d,6a,,
90000,09:00:00,1256.7612,7738.4095,0de0,0,1,77,0dc0,5d,57,2,7e,4b,02be,370d,65,,
90000,09:00:00,1256.7615,7738.4093,0.00E+00,0,1,77,0dc0,5d,57,5,7e,4c,322,3691,65,,
90001,09:00:01,1256.7621,7738.4091,106c,4,2,84,0f78,5e,57,5,7e,4c,322,3691,68,,
90001,09:00:01,1256.7627,7738.4089,143c,21,2,84,0f00,5e,57,9,7e,4c,500,3700,68,,
90002,09:00:02,1256.7636,7738.4089,1994,3f,2,7b,1a00,6a,57,9,7e,4c,500,3700,52,,
90002,09:00:02,1256.7643,7738.409,1ec4,43,2,7b,1a00,6a,57,0d,7e,4e,0a00,3700,52,,
90003,09:00:03,1256.7656,7738.4094,237c,43,2,74,2900,8d,57,0d,7e,4e,0a00,3700,56,,
90003,09:00:03,1256.7667,7738.4098,27fc,42,2,74,2900,8d,57,12,7e,51,1000,3700,56,,
90004,09:00:04,1256.7685,7738.4105,2c58,0,1,3a,2000,a1,57,12,7e,51,1000,3700,7a,,
90004,09:00:04,1256.7696,7738.4112,27dc,0,1,3a,2000,a1,57,14,7e,52,900,3700,7a,,
90005,09:00:05,1256.7712,7738.4122,2244,42,2,59,1a00,7d,57,14,7e,52,900,3700,6a,,
90005,09:00:05,1256.7723,7738.4129,200c,46,2,59,1a00,7d,57,16,7d,51,800,3700,6a,,
90006,09:00:06,1256.7742,7738.4143,1f58,5f,2,83,2800,86,57,16,7d,51,800,3700,6e,,
90006,09:00:06,1256.7756,7738.4154,227c,5b,2,83,2800,86,57,1b,7d,50,0c00,3700,6e,,
90007,09:00:07,1256.7778,7738.4172,253c,58,2,85,2a00,9b,57,1b,7d,50,0c00,3700,75,,
90007,09:00:07,1256.7794,7738.4183,27e4,56,2,85,2af8,9b,57,1f,7d,51,0fa6,3733,75,,
90008,09:00:08,1256.7819,7738.4199,2a24,49,2,76,2a44,a2,57,1f,7d,51,0fa6,3733,82,,
90008,09:00:08,1256.7837,7738.421,2c64,48,2,76,2a44,a2,57,23,7d,51,0f05,3744,82,,
90009,09:00:09,1256.7867,7738.4228,2d54,0,1,2b,2058,8c,57,23,7d,51,0f05,3744,8d,,
90009,09:00:09,1256.7886,7738.424,29a0,0,1,2b,2058,8c,57,23,7d,51,096a,372c,8d,,
90010,09:00:10,1256.7916,7738.4258,2630,47,2,77,20bc,83,57,23,7d,51,096a,372c,37,,
90010,09:00:10,1256.7936,7738.427,1f24,47,2,77,20bc,83,57,27,7c,50,0a18,372b,37,,
90011,09:00:11,1256.7967,7738.4289,2010,40,2,73,27d8,86,57,27,7c,50,0a18,372b,45,,
90011,09:00:11,1256.7988,7738.4302,2114,39,2,73,27d8,86,57,28,7c,50,0b27,3734,45,,
90012,09:00:12,1256.8021,7738.4322,21f4,33,2,62,24cc,88,57,28,7c,50,0b27,3734,51,,
90012,09:00:12,1256.8044,7738.4336,2288,25,2,62,24cc,88,57,2a,7c,50,0b59,372f,51,,
90013,09:00:13,1256.8079,7738.4357,22f8,1f,2,4b,1e8c,82,57,2a,7c,50,0b59,372f,61,,
90013,09:00:13,1256.8102,7738.4371,2354,1c,2,4b,1e00,82,57,2c,7c,50,0b00,3700,61,,
90014,09:00:14,1256.8139,7738.4391,23b4,1c,2,43,1c00,7e,57,2c,7c,50,0b00,3700,77,,
90014,09:00:14,1256.8164,7738.4405,23fc,19,2,43,1c00,7e,57,2c,7c,50,900,3700,77,,
90015,09:00:15,1256.8202,7738.4425,244c,17,2,3c,1a00,75,57,2c,7c,50,900,3700,7b,,
90015,09:00:15,1256.8228,7738.4438,24ac,17,2,3c,1a00,75,57,2d,7c,4e,800,3700,7b,,
90016,09:00:16,1256.8266,7738.4458,24dc,16,2,3b,1a00,71,57,2d,7c,4e,800,3700,7b,,
90016,09:00:16,1256.8292,7738.447,2540,17,2,3b,1a00,71,57,2e,7c,4d,800,3700,7b,,
90017,09:00:17,1256.8331,7738.4489,25a0,17,2,3a,1b00,70,57,2e,7c,4d,800,3700,7b,,
90017,09:00:17,1256.8358,7738.4501,25ec,17,2,3a,1b00,70,57,2f,7d,4d,800,3700,7b,,
90018,09:00:18,1256.8399,7738.4517,2644,1d,2,43,1e00,73,57,2f,7d,4d,800,3700,7a,,
90018,09:00:18,1256.8427,7738.4525,2694,1d,2,43,1e00,73,57,2f,7d,4d,900,3700,7a,,
90019,09:00:19,1256.8471,7738.4534,26f4,24,2,4d,2100,78,57,2f,7d,4d,900,3700,79,,
90019,09:00:19,1256.85,7738.4538,2770,26,2,4d,21ac,78,57,31,7d,4d,0a3f,3739,79,,
90020,09:00:20,1256.8546,7738.4541,27f4,2d,2,58,24a4,80,57,31,7d,4d,0a3f,3739,78,,
90020,09:00:20,1256.8578,7738.454,2894,3a,2,58,24a4,80,57,32,7d,4f,0bc9,373e,78,,
90021,09:00:21,1256.8626,7738.4537,295c,3b,2,66,2878,8c,57,32,7d,4f,0bc9,373e,79,,
90021,09:00:21,1256.8658,7738.4533,2a10,3a,2,66,2878,8c,57,34,7d,4f,0c9a,372f,79,,
90022,09:00:22,1256.8706,7738.4525,2a98,3a,2,63,2774,8f,57,34,7d,4f,0c9a,372f,7e,,
90022,09:00:22,1256.8739,7738.4517,2b50,3a,2,63,2774,8f,57,35,7d,4f,0b0f,3737,7e,,
90023,09:00:23,1256.8787,7738.4503,24b8,0,1,0,1ce8,74,57,35,7d,4f,0b0f,3737,78,,
90023,09:00:23,1256.8819,7738.4492,1f70,33,2,0,1ce8,74,57,35,7d,4d,08f6,372e,78,,
90024,09:00:24,1256.8865,7738.4471,1e00,56,2,82,2210,7f,57,35,7d,4d,08f6,372e,6f,,
90024,09:00:24,1256.8896,7738.4455,1ebc,34,2,82,2210,7f,57,37,7d,4c,089a,3736,6f,,
90025,09:00:25,1256.894,7738.4428,1f1c,0c,2,2f,1784,79,57,37,7d,4c,089a,3736,7d,,
90025,09:00:25,1256.8969,7738.4408,1eac,0,1,2f,1700,79,57,37,7d,4c,700,3700,7d,,
90026,09:00:26,1256.9009,7738.4375,1eb4,0,1,0,1200,68,57,37,7d,4c,700,3700,6a,,
90026,09:00:26,1256.9034,7738.4351,1e80,0,1,0,1200,68,57,36,7d,4c,700,3700,6a,,
90027,09:00:27,1256.907,7738.4315,1e04,0,5,0,1200,66,57,36,7d,4c,700,3700,67,,
90027,09:00:27,1256.9093,7738.4291,1d44,0,5,0,1200,66,57,34,7d,4c,700,3700,67,,
90028,09:00:28,1256.9125,7738.4256,1bec,0,5,0,1200,65,57,34,7d,4c,700,3700,5,,
90028,09:00:28,1256.9144,7738.4233,1a08,0,5,0,1200,65,57,2e,7d,4c,600,3700,5,,
90029,09:00:29,1256.9171,7738.4202,17f4,0,5,0,1100,64,57,2e,7d,4c,600,3700,5,,
90029,09:00:29,1256.9187,7738.4183,0ea4,0,5,0,1100,64,57,27,7d,4b,200,3600,5,,
90030,09:00:30,1256.9208,7738.4158,0.00E+00,0,5,43,0b00,60,57,27,7d,4b,200,3600,61,,
90030,09:00:30,1256.9222,7738.4143,0df0,0,5,43,0b00,60,57,1e,7d,48,200,3600,61,,
90031,09:00:31,1256.9243,7738.4119,0.00E+00,0,5,3f,0c00,5d,57,1e,7d,48,200,3600,6d,,
90031,09:00:31,1256.9252,7738.4108,0df0,0,5,3f,0c1c,5d,57,15,7d,47,298,36ca,6d,,
90032,09:00:32,1256.9263,7738.4095,0.00E+00,0,5,43,0bf4,5c,57,15,7d,47,298,36ca,6e,,
90032,09:00:32,1256.927,7738.4088,0.00E+00,0,5,43,0bf4,5c,57,0e,7d,49,265,36e1,6e,,
90033,09:00:33,1256.9278,7738.4079,0e0c,0,5,42,0bcc,5c,57,0e,7d,49,265,36e1,6b,,
90033,09:00:33,1256.9283,7738.4073,0.00E+00,0,1,42,0bcc,5c,57,0c,7d,49,293,370e,6b,,
90034,09:00:34,1256.9291,7738.4064,1410,27,2,83,102c,5e,57,0c,7d,49,293,370e,32,,
90034,09:00:34,1256.9297,7738.4057,1298,4f,2,83,102c,5e,57,0e,7d,4a,04d6,373d,32,,
90035,09:00:35,1256.9307,7738.4045,1500,6a,2,a6,198c,66,57,0e,7d,4a,04d6,373d,5,,
90035,09:00:35,1256.9315,7738.4037,1768,6f,2,a6,198c,66,57,12,7d,4c,735,373a,5,,
90036,09:00:36,1256.9328,7738.4021,1a60,6d,2,a3,2530,7a,57,12,7d,4c,735,373a,32,,
90036,09:00:36,1256.9337,7738.4011,1da4,67,2,a3,2530,7a,57,17,7e,4d,0ae3,3752,32,,
90037,09:00:37,1256.9354,7738.3991,2e05,50,2,85,2954,98,57,17,7e,4d,0ae3,3752,38,,
90037,09:00:37,1256.9366,7738.3976,23a0,43,2,85,2900,98,57,1c,7e,50,0d00,3700,38,,
90038,09:00:38,1256.9385,7738.3952,25c8,43,2,71,2800,9c,57,1c,7e,50,0d00,3700,4b,,
90038,09:00:38,1256.9397,7738.3936,27d0,43,2,71,2800,9c,57,1f,7e,50,0f00,3700,4b,,
90039,09:00:39,1256.9416,7738.3912,294c,0,1,30,2100,94,57,1f,7e,50,0f00,3700,69,,
90039,09:00:39,1256.943,7738.3895,25b0,0,1,30,2100,94,57,20,7e,4f,900,3700,69,,
90040,09:00:40,1256.9451,7738.3871,2278,4b,2,79,1f00,84,57,20,7e,4f,900,3700,32,,
90040,09:00:40,1256.9465,7738.3855,1c30,51,2,79,1f00,84,57,22,7e,4f,900,3700,32,,
90041,09:00:41,1256.9487,7738.3829,1d54,54,2,8d,2600,87,57,22,7e,4f,900,3700,3e,,
90041,09:00:41,1256.9504,7738.3812,1ea8,4b,2,8d,2600,87,57,26,7e,4e,0a00,3700,3e,,
90042,09:00:42,1256.9529,7738.3784,1fc8,3a,2,6a,2500,8c,57,26,7e,4e,0a00,3700,4e,,
90042,09:00:42,1256.9546,7738.3765,20c4,4e,2,6a,2500,8c,57,28,7e,4e,0b00,3700,4e,,
90043,09:00:43,1256.9574,7738.3737,21a8,42,2,73,2800,93,57,28,7e,4e,0b00,3700,5d,,
90043,09:00:43,1256.9593,7738.3717,2298,23,2,73,2864,93,57,2a,7e,4f,0b80,3724,5d,,
90044,09:00:44,1256.9623,7738.3689,22d4,10,2,35,189c,84,57,2a,7e,4f,0b80,3724,80,,
90044,09:00:44,1256.9643,7738.367,22e4,27,2,35,189c,84,57,2b,7e,4e,09ed,374c,80,,
90045,09:00:45,1256.9675,7738.3644,2350,38,2,59,2440,7e,57,2b,7e,4e,09ed,374c,72,,
90045,09:00:45,1256.9697,7738.3628,2410,38,2,59,2440,7e,57,2c,7e,4d,0ac6,373b,72,,
90046,09:00:46,1256.9732,7738.3605,24ac,30,2,62,2648,88,57,2c,7e,4d,0ac6,373b,79,,
90046,09:00:46,1256.9757,7738.3591,2550,37,2,62,2648,88,57,2e,7e,4e,0b41,374b,79,,
90047,09:00:47,1256.9795,7738.357,2610,2f,2,5f,251c,8b,57,2e,7e,4e,0b41,374b,7b,,
90047,09:00:47,1256.9822,7738.3558,26c0,24,2,5f,251c,8b,57,30,7e,4e,09f4,374a,7b,,
90048,09:00:48,1256.9863,7738.3541,2728,1f,2,47,1f18,81,57,30,7e,4e,09f4,374a,81,,
90048,09:00:48,1256.9892,7738.3531,2794,1b,2,47,1f18,81,57,31,7e,4c,08d5,373c,81,,
90049,09:00:49,1256.9936,7738.3519,27ec,15,2,38,1b08,77,57,31,7e,4c,08d5,373c,7f,,
90049,09:00:49,1256.9966,7738.3512,282c,0b,2,38,1b00,77,57,31,7e,4b,800,3700,7f,,
90050,09:00:50,1257.0011,7738.3504,2850,0,1,7,1300,6c,57,31,7e,4b,800,3700,6c,,
90050,09:00:50,1257.004,7738.35,276c,0,1,7,1300,6c,57,31,7e,4c,900,3700,6c,,
90051,09:00:51,1257.0085,7738.3497,26c4,0,1,0,1300,6a,57,31,7e,4c,900,3700,69,,
90051,09:00:51,1257.0113,7738.3496,2624,0,1,0,1300,6a,57,2f,7d,4c,900,3700,69,,
90052,09:00:52,1257.0156,7738.3497,258c,0,1,0,1300,6a,57,2f,7d,4c,900,3700,65,,
90052,09:00:52,1257.0184,7738.35,24fc,0,1,0,1300,6a,57,2e,7d,4c,900,3700,65,,
90053,09:00:53,1257.0225,7738.3508,246c,0,1,0,1300,6a,57,2e,7d,4c,900,3700,5,,
90053,09:00:53,1257.0251,7738.3515,241c,17,2,0,1300,6a,57,2c,7d,4c,900,3700,5,,
90054,09:00:54,1257.029,7738.3527,23e0,1c,2,37,1a00,74,57,2c,7d,4c,900,3700,48,,
90054,09:00:54,1257.0316,7738.3537,2440,19,2,37,1a00,74,57,2d,7d,4d,0a00,3700,48,,
90055,09:00:55,1257.0355,7738.3553,24ac,14,2,36,1a00,7c,57,2d,7d,4d,0a00,3700,6f,,
90055,09:00:55,1257.038,7738.3564,24e4,13,2,36,1a2c,7c,57,2d,7d,4d,913,374d,6f,,
90056,09:00:56,1257.0419,7738.3583,2520,0d,2,30,189c,77,57,2d,7d,4d,913,374d,7b,,
90056,09:00:56,1257.0445,7738.3595,254c,0c,2,30,189c,77,57,2e,7d,4b,821,3735,7b,,
90057,09:00:57,1257.0483,7738.3614,2630,0,1,0b,1338,6c,57,2e,7d,4b,821,3735,6f,,
90057,09:00:57,1257.0509,7738.3627,24e8,0,1,0b,1338,6c,57,2d,7d,4a,08f2,374a,6f,,
90058,09:00:58,1257.0546,7738.3646,2410,0,1,0,1374,6a,57,2d,7d,4a,08f2,374a,6a,,
90058,09:00:58,1257.057,7738.3659,23c0,0,1,0,1374,6a,57,2c,7d,4b,08ae,374f,6a,,
90059,09:00:59,1257.0606,7738.3678,2324,0,1,0,1310,68,57,2c,7d,4b,08ae,374f,67,,
90059,09:00:59,1257.063,7738.3691,22c0,0,1,0,1310,68,57,2b,7d,4b,08d2,3753,67,,
90100,09:01:00,1257.0665,7738.3709,225c,0,2,0,1338,69,57,2b,7d,4b,08d2,3753,5,,
90100,09:01:00,1257.0688,7738.3721,21f0,1,2,0,1338,69,57,2a,7d,4b,08b7,3741,5,,
90101,09:01:01,1257.0722,7738.3739,2180,0a,2,12,1414,6a,57,2a,7d,4b,08b7,3741,44,,
90101,09:01:01,1257.0745,7738.3752,21ac,4,2,12,1400,6a,57,29,7d,4b,800,3700,44,,
90102,09:01:02,1257.0778,7738.3771,2144,0,1,1,1300,6a,57,29,7d,4b,800,3700,42,,
90102,09:01:02,1257.0801,7738.3783,210c,0,1,1,1300,6a,57,29,7d,4b,800,3700,42,,
90103,09:01:03,1257.0834,7738.3801,209c,0,2,0,1200,68,57,29,7d,4b,800,3700,44,,
90103,09:01:03,1257.0855,7738.3813,208c,8,2,0,1200,68,57,28,7d,4b,800,3700,44,,
90104,09:01:04,1257.0888,7738.3831,2050,7,2,17,1300,6a,57,28,7d,4b,800,3700,68,,
90104,09:01:04,1257.0909,7738.3842,200c,6,2,17,1300,6a,57,27,7d,4a,600,3700,68,,
90105,09:01:05,1257.0942,7738.386,2000,0d,2,24,1500,68,57,27,7d,4a,600,3700,74,,
90105,09:01:05,1257.0963,7738.3872,1fcc,0c,2,24,1500,68,57,27,7d,4a,600,3700,74,,
90106,09:01:06,1257.0995,7738.3891,2028,8,2,1f,1400,67,57,27,7d,4a,600,3700,78,,
90106,09:01:06,1257.1016,7738.3903,1fc4,0,1,1f,1400,67,57,27,7d,4a,700,3600,78,,
90107,09:01:07,1257.1047,7738.3922,1e4c,0,5,0,1200,65,57,27,7d,4a,700,3600,6a,,
90107,09:01:07,1257.1066,7738.3934,127c,0,5,0,12ac,65,57,25,7d,4b,289,36a6,6a,,
90108,09:01:08,1257.1093,7738.3951,0db8,0,5,47,0b90,60,57,25,7d,4b,289,36a6,70,,
90108,09:01:08,1257.111,7738.3962,0dbc,0,5,47,0b90,60,57,1f,7d,47,245,36de,70,,
90109,09:01:09,1257.1129,7738.3977,0.00E+00,0,5,41,0c08,5d,57,1f,7d,47,245,36de,6d,,
90109,09:01:09,1257.1139,7738.3986,0e1c,0,5,41,0c08,5d,57,16,7c,47,263,36db,6d,,
90110,09:01:10,1257.1152,7738.3997,0df8,0,5,42,0c44,5c,57,16,7c,47,263,36db,6d,,
90110,09:01:10,1257.116,7738.4004,0.00E+00,0,5,42,0c44,5c,57,10,7c,48,260,36ec,6d,,
90111,09:01:11,1257.1171,7738.4013,0e0c,0,5,44,0bb8,5c,57,10,7c,48,260,36ec,6d,,
90111,09:01:11,1257.1178,7738.4019,0.00E+00,0,1,44,0bb8,5c,57,0f,7c,48,03be,372f,6d,,
90112,09:01:12,1257.119,7738.4027,1558,6b,2,a6,1194,60,57,0f,7c,48,03be,372f,32,,
90112,09:01:12,1257.1199,7738.4033,15fc,96,2,a6,1194,60,57,11,7c,4a,064f,3761,32,,
90113,09:01:13,1257.1213,7738.4042,1868,a8,2,a7,1c98,70,57,11,7c,4a,064f,3761,5,,
90113,09:01:13,1257.1224,7738.4049,1b4c,aa,2,a7,1c00,70,57,15,7c,4c,900,3700,5,,
90114,09:01:14,1257.1241,7738.4062,1e58,79,2,a8,2900,8f,57,15,7c,4c,900,3700,5,,
90114,09:01:14,1257.1255,7738.407,2198,52,2,a8,2900,8f,57,1a,7c,4d,0d00,3700,5,,
90115,09:01:15,1257.1281,7738.4083,23f8,43,2,71,2800,9b,57,1a,7c,4d,0d00,3700,46,,
90115,09:01:15,1257.1298,7738.4092,2610,3f,2,71,2800,9b,57,1e,7c,4f,0.00E+00,3700,46,,
90116,09:01:16,1257.1324,7738.4106,27fc,3b,2,67,2700,9a,57,1e,7c,4f,0.00E+00,3700,5a,,
90116,09:01:16,1257.1341,7738.4116,295c,3c,2,67,2700,9a,57,21,7c,4f,0f00,3700,5a,,
90117,09:01:17,1257.1369,7738.4131,29d8,0,1,1f,1d00,8b,57,21,7c,4f,0f00,3700,82,,
90117,09:01:17,1257.139,7738.414,2594,0,1,1f,1d00,8b,57,21,7c,4e,800,3700,82,,
90118,09:01:18,1257.1418,7738.4155,23f0,38,2,66,1b00,7e,57,21,7c,4e,800,3700,36,,
90118,09:01:18,1257.1437,7738.4165,1c68,1f,2,66,1b00,7e,57,23,7d,4d,800,3700,36,,
90119,09:01:19,1257.1466,7738.4181,1ca4,0,1,17,1400,72,57,23,7d,4d,800,3700,52,,
90119,09:01:19,1257.1486,7738.4191,1c44,0,1,17,1400,72,57,23,7d,4c,730,3726,52,,
90120,09:01:20,1257.1516,7738.4207,1c7c,50,2,4c,16d0,6e,57,23,7d,4c,730,3726,32,,
90120,09:01:20,1257.1535,7738.4219,1c8c,50,2,4c,16d0,6e,57,23,7d,4c,08ea,372a,32,,
90121,09:01:21,1257.1563,7738.4236,1da8,47,2,7b,2684,80,57,23,7d,4c,08ea,372a,39,,
90121,09:01:21,1257.1583,7738.4249,1e94,3c,2,7b,2684,80,57,26,7d,4d,0a52,374b,39,,
90122,09:01:22,1257.1613,7738.4268,1f9c,32,2,63,2404,8b,57,26,7d,4d,0a52,374b,4e,,
90122,09:01:22,1257.1634,7738.4282,2084,2e,2,63,2404,8b,57,28,7d,4e,0b3e,3743,4e,,
90123,09:01:23,1257.1666,7738.4302,212c,22,2,52,1f90,8c,57,28,7d,4e,0b3e,3743,60,,
90123,09:01:23,1257.1689,7738.4315,2198,20,2,52,1f90,8c,57,29,7d,4e,0b49,374c,60,,
90124,09:01:24,1257.1724,7738.4335,220c,1d,2,46,1ce8,86,57,29,7d,4e,0b49,374c,78,,
90124,09:01:24,1257.1747,7738.4348,2268,2a,2,46,1ce8,86,57,2a,7d,4e,0aa1,3736,78,,
90125,09:01:25,1257.1782,7738.4368,230c,64,2,82,2abc,90,57,2a,7d,4e,0aa1,3736,6d,,
90125,09:01:25,1257.1807,7738.4382,23f4,32,2,82,2a00,90,57,2c,7d,4d,0a00,3700,6d,,
90126,09:01:26,1257.1844,7738.4402,249c,1a,2,42,1c00,85,57,2c,7d,4d,0a00,3700,7e,,
90126,09:01:26,1257.1869,7738.4416,24f8,0f,2,42,1c00,85,57,2e,7d,4c,800,3700,7e,,
90127,09:01:27,1257.1906,7738.4436,24b8,9,2,1d,1500,70,57,2e,7d,4c,800,3700,7c,,
90127,09:01:27,1257.1931,7738.445,250c,5,2,1d,1500,70,57,2e,7d,4b,800,3700,7c,,
90128,09:01:28,1257.1968,7738.447,24ac,6,2,12,1400,69,57,2e,7d,4b,800,3700,7b,,
90128,09:01:28,1257.1993,7738.4483,244c,0,1,12,1400,69,57,2d,7d,4b,800,3700,7b,,
90129,09:01:29,1257.203,7738.4503,23d4,0,1,0,1300,68,57,2d,7d,4b,800,3700,6a,,
90129,09:01:29,1257.2054,7738.4516,2310,0,1,0,1300,68,57,2b,7d,4b,800,3700,6a,,
90130,09:01:30,1257.2089,7738.4535,226c,0,1,0,1300,68,57,2b,7d,4b,800,3700,67,,
90130,09:01:30,1257.2112,7738.4548,21d0,0,5,0,1300,68,57,2a,7d,4b,800,3700,67,,
90131,09:01:31,1257.2145,7738.4566,2100,0,5,0,1200,67,57,2a,7d,4b,800,3700,5,,
90131,09:01:31,1257.2166,7738.4578,2044,0,5,0,12d4,67,57,28,7d,4b,080a,372d,5,,
90132,09:01:32,1257.2198,7738.4596,1f54,0,5,0,12e8,67,57,28,7d,4b,080a,372d,5,,
90132,09:01:32,1257.2218,7738.4607,1.00E+70,0,5,0,12e8,67,57,25,7d,4b,791,3719,5,,
90133,09:01:33,1257.2248,7738.4623,1d88,0,5,0,12e8,66,57,25,7d,4b,791,3719,5,,
90133,09:01:33,1257.2267,7738.4634,1cd4,0,5,0,12e8,66,57,23,7d,4b,726,371c,5,,
90134,09:01:34,1257.2295,7738.4649,1bf0,0,5,0,1270,65,57,23,7d,4b,726,371c,5,,
90134,09:01:34,1257.2313,7738.4659,1b14,0,5,0,1270,65,57,21,7d,4b,698,3715,5,,
90135,09:01:35,1257.2339,7738.4674,1a04,0,5,0,11e4,64,57,21,7d,4b,698,3715,5,,
90135,09:01:35,1257.2356,7738.4683,196c,0,5,0,11e4,64,57,1f,7d,4b,644,3756,5,,
90136,09:01:36,1257.2379,7738.4697,1898,0,1,0,1158,63,57,1f,7d,4b,644,3756,5,,
90136,09:01:36,1257.2395,7738.4706,17fc,0,1,0,1158,63,57,1d,7d,4a,05ea,373a,5,,
90137,09:01:37,1257.2418,7738.472,1784,0,1,0,1130,63,57,1d,7d,4a,05ea,373a,5,,
90137,09:01:37,1257.2433,7738.4728,1700,16,2,0,1100,63,57,1c,7c,4a,600,3600,5,,
90138,09:01:38,1257.2456,7738.474,1690,0d,2,3e,1400,65,57,1c,7c,4a,600,3600,62,,
90138,09:01:38,1257.2472,7738.4747,1704,8,2,3e,1400,65,57,1c,7c,4a,400,3700,62,,
90139,09:01:39,1257.2495,7738.4758,16b8,6,2,20,1100,61,57,1c,7c,4a,400,3700,77,,
90139,09:01:39,1257.2511,7738.4764,164c,0,1,20,1100,61,57,1b,7c,49,400,3700,77,,
90140,09:01:40,1257.2534,7738.4772,15a0,0,1,0,1000,5f,57,1b,7c,49,400,3700,67,,
90140,09:01:40,1257.2549,7738.4777,14f8,0,1,0,1000,5f,57,1a,7c,49,400,3700,67,,
90141,09:01:41,1257.2572,7738.4782,1460,10,2,2a,1100,60,57,1a,7c,49,400,3700,71,,
90141,09:01:41,1257.2587,7738.4785,13b0,3,2,2a,1100,60,57,18,7c,4a,300,3700,71,,
90142,09:01:42,1257.2609,7738.4788,1364,3,2,10,0f00,5e,57,18,7c,4a,300,3700,63,,
90142,09:01:42,1257.2624,7738.4789,12c8,2,2,10,0f00,5e,57,17,7c,4a,400,3700,63,,
90143,09:01:43,1257.2645,7738.479,1218,4,2,2b,1000,5e,57,17,7c,4a,400,3700,77,,
90143,09:01:43,1257.2658,7738.4792,1188,4,2,2b,1040,5e,57,15,7c,49,02ea,3721,77,,
90144,09:01:44,1257.2679,7738.4792,1228,3,2,39,0ff0,5d,57,15,7c,49,02ea,3721,73,,
90144,09:01:44,1257.2692,7738.4793,1228,19,2,39,0ff0,5d,57,17,7c,49,043a,3732,73,,
90145,09:01:45,1257.2712,7738.4795,128c,14,2,79,14b4,61,57,17,7c,49,043a,3732,4f,,
90145,09:01:45,1257.2726,7738.4796,12cc,0a,2,79,14b4,61,57,17,7c,4a,411,372d,4f,,
90146,09:01:46,1257.2747,7738.4795,12ec,0a,2,40,10f4,60,57,17,7c,4a,411,372d,74,,
90146,09:01:46,1257.2762,7738.4794,1278,9,2,40,10f4,60,57,17,7c,4b,321,3735,74,,
90147,09:01:47,1257.2783,7738.4795,12b4,9,2,3a,10cc,5e,57,17,7c,4b,321,3735,74,,
90147,09:01:47,1257.2797,7738.4795,1270,9,2,3a,10cc,5e,57,16,7c,49,313,3737,74,,
90148,09:01:48,1257.282,7738.4795,1234,9,2,4b,1090,5d,57,16,7c,49,313,3737,6d,,
90148,09:01:48,1257.2835,7738.4795,1228,0f,2,4b,1090,5d,57,16,7c,4a,422,372a,6d,,
90149,09:01:49,1257.2857,7738.4795,1264,2a,2,8a,16a8,60,57,16,7c,4a,422,372a,54,,
90149,09:01:49,1257.2872,7738.4796,12f8,29,2,8a,1600,60,57,17,7c,4b,400,3700,54,,
90150,09:01:50,1257.2895,7738.4797,1344,24,2,7a,1600,64,57,17,7c,4b,400,3700,56,,
90150,09:01:50,1257.291,7738.4798,1480,25,2,7a,1600,64,57,19,7c,4c,500,3700,56,,
90151,09:01:51,1257.2935,7738.48,1574,1e,2,6b,1700,67,57,19,7c,4c,500,3700,6d,,
90151,09:01:51,1257.2951,7738.4802,1628,1e,2,6b,1700,67,57,1b,7c,4c,500,3700,6d,,
90152,09:01:52,1257.2976,7738.4805,16cc,1c,2,61,1600,66,57,1b,7c,4c,500,3700,73,,
90152,09:01:52,1257.2992,7738.4807,1650,0,1,61,1600,66,57,1c,7c,4c,400,3700,73,,
90153,09:01:53,1257.3017,7738.4808,1610,0,1,0,1100,61,57,1c,7c,4c,400,3700,6a,,
90153,09:01:53,1257.3032,7738.481,1544,0,1,0,1100,61,57,1a,7c,4c,400,3700,6a,,
