Time (GMT),Time,Latitude,Longitude,RPM,TPS,Brake,Fuel Flow Rate,Engine Load,Rail Pressure,MAP,Baro,Speed,ECT,IAT,MAF,BAT Volt,EGR,
235947,23:59:47,,,0dec,0,1,88,0eb0,59,57,0,76,5a,02cb,3229,54,,
235947,23:59:47,,,0c9c,0,1,43,0bf4,5a,57,0,76,5a,02cb,3229,54,,
235948,23:59:48,,,0c8c,0,1,43,0bf4,5a,57,0,76,62,02a6,32d3,6f,,
235948,23:59:48,,,0c7c,0,1,41,0ba4,5b,57,0,76,62,02a6,32d3,6f,,
235949,23:59:49,,,0c88,0,1,41,0ba4,5b,57,0,76,60,293,3361,81,,
235949,23:59:49,,,0c74,0,1,46,0b40,5b,57,0,76,60,293,3361,81,,
235950,23:59:50,,,0c70,0,1,46,0b40,5b,57,0,77,5f,1e07,3481,66,,
235950,23:59:50,,,0c60,0,1,49,0adc,5b,57,0,77,5f,1e07,3481,66,,
235951,23:59:51,,,0c74,0,1,49,0adc,5b,57,0,77,5d,285,36e5,61,,
235952,23:59:52,,,0c50,0,1,4a,0b2c,5b,57,0,77,5d,285,36e5,61,,
235952,23:59:52,,,0c7c,0,1,4a,0b2c,5b,57,0,77,5e,028b,3727,66,,
235953,23:59:53,,,0c68,0,1,4d,0b54,5b,57,0,77,5e,028b,3727,66,,
85314,08:53:14,,,0c30,0,1,4d,0b54,5b,57,0,78,5d,287,3748,66,,
85315,08:53:15,,,0c70,0,1,54,0b2c,5b,57,0,78,5d,287,3748,5f,,
85315,08:53:15,,,0c70,0,1,54,0b2c,5b,57,0,78,5d,289,379f,5f,,
85316,08:53:16,,,0c8c,0,1,54,0b2c,5b,57,0,78,5d,289,379f,61,,
85316,08:53:16,,,0c84,0,1,54,0b00,5b,57,1,78,5c,200,3700,61,,
85317,08:53:17,,,0c98,0,1,53,0b00,5b,57,1,78,5c,200,3700,64,,
85317,08:53:17,,,0c80,0,1,53,0b00,5b,57,1,78,5c,200,3700,64,,
85318,08:53:18,,,0c68,0,1,53,0b00,5b,57,1,78,5c,200,3700,67,,
85318,08:53:18,,,0c78,0,1,53,0b00,5b,57,2,78,5c,200,3700,67,,
85319,08:53:19,,,0cf4,0,1,5f,0b00,5b,57,2,78,5c,200,3700,57,,
85319,08:53:19,,,0db0,0,1,5f,0b00,5b,57,3,78,5c,200,3700,57,,
85320,08:53:20,,,0.00E+00,0,1,43,0b00,5b,57,3,78,5c,200,3700,63,,
85320,08:53:20,,,0dd4,0,1,43,0b00,5b,57,4,77,5c,200,3700,63,,
85321,08:53:21,,,0d7c,0,1,40,0b00,5b,57,4,77,5c,200,3700,65,,
85321,08:53:21,,,0d64,0,1,40,0b00,5b,57,5,77,5b,200,3700,65,,
85322,08:53:22,,,0d68,0,1,3e,0b00,5b,57,5,77,5b,200,3700,67,,
85322,08:53:22,,,0d18,0,5,3e,0b00,5b,57,5,77,5b,200,3700,67,,
85323,08:53:23,,,0d58,0,5,40,0b00,5b,57,5,77,5b,200,3700,67,,
85323,08:53:23,,,0d6c,0,1,40,0b00,5b,57,5,77,5b,200,3700,67,,
85324,08:53:24,,,0d60,0,1,3e,0b00,5b,57,5,77,5b,200,3700,68,,
85324,08:53:24,,,0d68,0,1,3e,0b40,5b,57,6,77,5a,289,3804,68,,
85325,08:53:25,,,0d58,0,1,3b,0b40,5b,57,6,77,5a,289,3804,68,,
85325,08:53:25,,,0d40,0,1,3b,0b40,5b,57,6,77,5a,028c,37ef,68,,
85326,08:53:26,,,0d24,0,1,40,0b40,5b,57,6,77,5a,028c,37ef,66,,
85326,08:53:26,,,0d48,3,2,40,0b40,5b,57,6,77,5a,02c3,382a,66,,
85327,08:53:27,,,0.00E+00,5,2,51,0cf8,5b,57,6,77,5a,02c3,382a,65,,
85327,08:53:27,,,0fc8,5,2,51,0cf8,5b,57,7,77,5a,033c,381a,65,,
85328,08:53:28,,,10a4,0a,2,5e,1054,5c,57,7,77,5a,033c,381a,6a,,
85328,08:53:28,,,11d8,0,1,5e,1054,5c,57,8,77,5a,382,3840,6a,,
85329,08:53:29,,,1174,0,1,25,0f64,5c,57,8,77,5a,382,3840,64,,
85329,08:53:29,,,1020,2,2,25,0f64,5c,57,7,77,5a,302,377d,64,,
85330,08:53:30,,,1168,10,2,a2,134c,5d,57,7,77,5a,302,377d,55,,
85330,08:53:30,,,1258,0,1,a2,134c,5d,57,8,77,5a,448,379c,55,,
85331,08:53:31,,,12d8,0,1,54,1338,5e,57,8,77,5a,448,379c,6f,,
85331,08:53:31,,,11e0,0,1,54,1338,5e,57,7,77,5a,348,36aa,6f,,
85332,08:53:32,,,0fe4,0,1,57,0e9c,5d,57,7,77,5a,348,36aa,69,,
85332,08:53:32,,,0f74,0,2,57,0.00E+00,5d,57,7,77,59,300,3600,69,,
85333,08:53:33,,,114c,0a,2,a1,1200,5e,57,7,77,59,300,3600,51,,
85333,08:53:33,,,1354,6,2,a1,1200,5e,57,8,77,59,400,3700,51,,
85334,08:53:34,,,11d8,9,2,59,1200,5f,57,8,77,59,400,3700,5e,,
85334,08:53:34,,,1394,10,2,59,1200,5f,57,8,77,59,400,3700,5e,,
85335,08:53:35,,,14ac,13,2,57,1300,61,57,8,77,59,400,3700,5e,,
85335,08:53:35,,,1564,1b,2,57,1300,61,57,9,77,5a,500,3700,5e,,
85336,08:53:36,,,16b8,1e,2,5d,1700,64,57,9,77,5a,500,3700,64,,
85336,08:53:36,,,1860,1e,2,5d,1700,64,57,0b,77,5a,600,3700,64,,
85337,08:53:37,,,1a8c,1e,2,55,1a00,6a,57,0b,77,5a,600,3700,68,,
85337,08:53:37,,,1cfc,1f,2,55,1a00,6a,57,0d,77,5b,800,3700,68,,
85338,08:53:38,,,1f28,20,2,4d,1e00,75,57,0d,77,5b,800,3700,6c,,
85338,08:53:38,,,2180,36,2,4d,1e00,75,57,0f,77,5b,0a00,3700,6c,,
85339,08:53:39,,,23f0,37,2,62,2500,87,57,0f,77,5b,0a00,3700,6c,,
85339,08:53:39,,,2110,0,1,62,2500,87,57,11,77,5c,600,3700,6c,,
85340,08:53:40,,,1580,0,1,1d,0f00,6a,57,11,77,5c,600,3700,70,,
85340,08:53:40,,,1554,1b,2,1d,0fa0,6a,57,10,78,5a,04b3,3766,70,,
85341,08:53:41,,,14d0,1c,2,6a,14b4,64,57,10,78,5a,04b3,3766,61,,
85341,08:53:41,,,1530,1e,2,6a,14b4,64,57,10,78,57,522,376a,61,,
85342,08:53:42,,,15c8,1d,2,67,170c,65,57,10,78,57,522,376a,5f,,
85342,08:53:42,,,167c,1d,2,67,170c,65,57,11,78,58,05de,3729,5f,,
85343,08:53:43,,,16f4,25,2,5a,1824,67,57,11,78,58,05de,3729,65,,
85343,08:53:43,,,1818,32,2,5a,1824,67,57,13,78,58,682,3782,65,,
85344,08:53:44,,,1918,32,2,72,206c,6d,57,13,78,58,682,3782,57,,
85344,08:53:44,,,1a8c,32,2,72,206c,6d,57,15,78,58,07ae,3778,57,,
85345,08:53:45,,,1bd0,30,2,6f,2274,76,57,15,78,58,07ae,3778,50,,
85345,08:53:45,,,1d24,2a,2,6f,2274,76,57,17,78,59,8e08,3757,50,,
85346,08:53:46,,,1e90,2a,2,61,224c,7f,57,17,78,59,8e08,3757,56,,
85346,08:53:46,,,1f8c,24,2,61,224c,7f,57,19,78,59,09f1,375f,56,,
85347,08:53:47,,,2054,11,2,3c,1950,7f,57,19,78,59,09f1,375f,61,,
85347,08:53:47,,,1a48,0,1,3c,1950,7f,57,19,78,59,562,374c,61,,
85348,08:53:48,,,0ff0,0,1,43,0de8,68,57,19,78,59,562,374c,7a,,
85348,08:53:48,,,0ec8,0,5,43,0d00,68,57,18,79,54,200,3700,7a,,
85349,08:53:49,,,0.00E+00,0,1,48,0c00,5f,57,18,79,54,200,3700,67,,
85349,08:53:49,,,0e9c,0,1,48,0c00,5f,57,17,79,54,200,3600,67,,
85350,08:53:50,,,0db4,0,5,53,0c00,5d,57,17,79,54,200,3600,61,,
85350,08:53:50,,,0df0,0,5,53,0c00,5d,57,14,79,54,200,3700,61,,
85351,08:53:51,,,0.00E+00,0,5,50,0c00,5c,57,14,79,54,200,3700,62,,
85351,08:53:51,,,0e0c,0,5,50,0c00,5c,57,0f,79,55,200,3600,62,,
85352,08:53:52,,,0.00E+00,0,5,50,0c00,5c,57,0f,79,55,200,3600,64,,
85352,08:53:52,,,0.00E+00,0,5,50,0c00,5c,57,9,79,55,200,3700,64,,
85353,08:53:53,,,0e0c,0,5,50,0c00,5c,57,9,79,55,200,3700,65,,
85353,08:53:53,,,0.00E+00,0,1,50,0c00,5c,57,6,79,55,200,3700,65,,
85354,08:53:54,,,0e1c,0,1,4e,0c00,5c,57,6,79,55,200,3700,68,,
85354,08:53:54,,,0.00E+00,0,1,4e,0c00,5c,57,6,79,55,200,3700,68,,
85355,08:53:55,,,0d24,0,1,73,0c00,5c,57,6,79,55,200,3700,65,,
85355,08:53:55,,,0d78,0,1,73,0c00,5c,57,5,79,55,200,3700,65,,
85355,08:53:55,,,0ddc,0e,2,b8,1000,5c,57,5,79,55,200,3700,5,,
85356,08:53:56,,,1140,27,2,b8,102c,5c,57,6,7a,56,040e,374b,5,,
85356,08:53:56,,,11cc,0,1,aa,1838,60,57,6,7a,56,040e,374b,32,,
85357,08:53:57,,,1228,0,2,aa,1838,60,57,8,7a,56,041f,3760,32,,
85357,08:53:57,,,10b4,12,2,c8,15e0,62,57,8,7a,56,041f,3760,5,,
85358,08:53:58,,,0f44,12,2,c8,15e0,62,57,0c,7a,56,387,3762,5,,
85358,08:53:58,,,10cc,1a,2,af,16f8,61,57,0c,7a,56,387,3762,5,,
85359,08:53:59,,,1210,1a,2,af,16f8,61,57,0e,7a,56,045c,376a,5,,
85359,08:53:59,,,1370,0c,1,6e,1554,62,57,0e,7a,56,045c,376a,32,,
85400,08:54:00,,,1330,0,1,6e,1554,62,57,0f,7a,57,480,375d,32,,
85401,08:54:01,,,130c,0,1,32,1054,60,57,0f,7a,57,480,375d,39,,
85401,08:54:01,,,1200,0,1,32,1054,60,57,0e,7a,57,03ea,375e,39,,
85401,08:54:01,,,1128,0,1,32,0f78,5f,57,0e,7a,57,03ea,375e,5c,,
85402,08:54:02,,,10d8,8,2,32,0f78,5f,57,0d,7a,56,039a,374f,5c,,
85402,08:54:02,,,10c0,0,1,58,0f00,5e,57,0d,7a,56,039a,374f,64,,
85403,08:54:03,,,1030,0,1,58,0f00,5e,57,0d,7a,56,026e,3741,64,,
85403,08:54:03,,,0f9c,0,1,47,0.00E+00,5d,57,0d,7a,56,026e,3741,62,,
85404,08:54:04,,,0fc4,0,1,47,0.00E+00,5d,57,0c,7a,56,200,3700,62,,
85404,08:54:04,,,0f08,0,1,4d,0d00,5d,57,0c,7a,56,200,3700,65,,
85405,08:54:05,,,0f34,0,5,4d,0d00,5d,57,0a,7a,56,200,3600,65,,
85405,08:54:05,,,0.00E+00,0,5,4e,0c00,5c,57,0a,7a,56,200,3600,66,,
85406,08:54:06,,,0.00E+00,0,5,4e,0c00,5c,57,8,7a,56,200,3600,66,,
85407,08:54:07,,,0.00E+00,0,5,50,0c00,5c,57,8,7a,56,200,3600,67,,
85407,08:54:07,,,0.00E+00,0,1,50,0c00,5c,57,5,7a,56,200,3600,67,,
85407,08:54:07,,,0d08,0,1,84,0d00,5c,57,5,7a,56,200,3600,65,,
85408,08:54:08,,,0d60,0,1,84,0d00,5c,57,4,7a,56,200,3700,65,,
85408,08:54:08,,,0df8,0,1,79,0.00E+00,5d,57,4,7a,56,200,3700,40,,
85409,08:54:09,,,0e4c,0,5,79,0.00E+00,5d,57,6,7a,56,300,3700,40,,
85409,08:54:09,,,0.00E+00,0,1,6b,0.00E+00,5d,57,6,7a,56,300,3700,32,,
85410,08:54:10,,,0.00E+00,0,1,6b,0.00E+00,5d,57,6,7a,56,300,3700,32,,
85410,08:54:10,,,0.00E+00,0,1,59,0d00,5d,57,6,7a,56,300,3700,39,,
85411,08:54:11,,,0.00E+00,0,1,59,0d00,5d,57,6,7a,56,200,3700,39,,
85411,08:54:11,,,0df8,4,2,7b,0.00E+00,5d,57,6,7a,56,200,3700,3a,,
85412,08:54:12,,,0ff4,0a,2,7b,0.00E+00,5d,57,7,7a,56,03d9,3772,3a,,
85413,08:54:13,,,1240,11,2,62,11f8,5f,57,7,7a,56,03d9,3772,32,,
85413,08:54:13,,,12dc,1a,2,62,11f8,5f,57,8,7a,57,045e,3762,32,,
85413,08:54:13,,,13b8,31,2,67,14a0,60,57,8,7a,57,045e,3762,32,,
85414,08:54:14,,,1598,32,2,67,14a0,60,57,9,7a,58,05d4,3778,32,,
85414,08:54:14,,,1904,31,2,6f,1e78,69,57,9,7a,58,05d4,3778,32,,
85415,08:54:15,,,1c8c,2b,2,6f,1e78,69,57,0c,7a,59,08a2,3771,32,,
85415,08:54:15,,,1ff8,26,2,5d,2378,7a,57,0c,7a,59,08a2,3771,35,,
85416,08:54:16,,,22a4,0,1,5d,2378,7a,57,0f,7a,5b,09d5,3776,35,,
85416,08:54:16,,,1c04,0,1,17,11bc,74,57,0f,7a,5b,09d5,3776,46,,
85417,08:54:17,,,11fc,0,5,17,11bc,74,57,0f,7a,5b,03b3,3754,46,,
85417,08:54:17,,,1e01,0,1,43,0f64,63,57,0f,7a,5b,03b3,3754,6b,,
85418,08:54:18,,,1364,13,2,43,0f64,63,57,0e,7a,56,478,376e,6b,,
85419,08:54:19,,,12bc,0,1,64,1284,61,57,0e,7a,56,478,376e,78,,
85419,08:54:19,,,1304,0,1,64,1284,61,57,0f,7a,56,03b0,3746,78,,
85419,08:54:19,,,12c4,0,1,41,1090,5f,57,0f,7a,56,03b0,3746,6a,,
85420,08:54:20,,,1208,0,1,41,1000,5f,57,0e,7a,56,300,3700,6a,,
85420,08:54:20,,,10a4,0,1,27,0.00E+00,5d,57,0e,7a,56,300,3700,6c,,
85421,08:54:21,,,10a8,2f,2,27,0.00E+00,5d,57,0c,7a,56,300,3700,6c,,
85421,08:54:21,,,10bc,20,2,9a,1500,5f,57,0c,7a,56,300,3700,32,,
85422,08:54:22,,,1258,6,2,9a,1500,5f,57,0e,7a,56,300,3700,32,,
85422,08:54:22,,,1280,8,2,3f,1000,5f,57,0e,7a,56,300,3700,4b,,
85423,08:54:23,,,1300,2d,2,3f,1000,5f,57,0f,7a,56,400,3700,4b,,
85423,08:54:23,,,12c4,2d,2,73,1400,61,57,0f,7a,56,400,3700,32,,
85424,08:54:24,,,1384,2a,2,73,1400,61,57,0f,7a,56,400,3700,32,,
85425,08:54:25,,,14b4,2a,2,7a,1900,63,57,0f,7a,56,400,3700,32,,
85425,08:54:25,,,1690,29,2,7a,1900,63,57,11,7a,58,600,3700,32,,
85425,08:54:25,,,1838,29,2,72,1d00,6b,57,11,7a,58,600,3700,32,,
85426,08:54:26,,,19f0,28,2,72,1d00,6b,57,14,7a,59,700,3700,32,,
85426,08:54:26,,,1b8c,25,2,65,1f00,74,57,14,7a,59,700,3700,33,,
85427,08:54:27,,,1ce0,2c,2,65,1f00,74,57,16,7a,59,800,3700,33,,
85427,08:54:27,,,1e30,2d,2,60,2200,7e,57,16,7a,59,800,3700,35,,
85428,08:54:28,,,1fcc,2c,2,60,2288,7e,57,19,7a,59,0a65,3784,35,,
85428,08:54:28,,,2118,2a,2,5d,238c,88,57,19,7a,59,0a65,3784,3f,,
85429,08:54:29,,,2008,0,1,5d,238c,88,57,1a,7a,5a,07f6,3765,3f,,
85429,08:54:29,,,14ac,0,5,0,11a8,6f,57,1a,7a,5a,07f6,3765,52,,
85430,08:54:30,,,0d48,0,5,0,11a8,6f,57,18,7a,57,2e07,370b,52,,
85431,08:54:31,,,0.00E+00,0,1,44,0c58,60,57,18,7a,57,2e07,370b,61,,
85431,08:54:31,,,0.00E+00,0,1,44,0c58,60,57,17,7a,54,328,3769,61,,
85432,08:54:32,,,1404,0e,2,40,0f8c,5e,57,17,7a,54,328,3769,64,,
85432,08:54:32,,,1be8,3,1,40,0f8c,5e,57,17,7a,55,605,3775,64,,
85433,08:54:33,,,1aec,0,1,15,11d0,64,57,17,7a,55,605,3775,68,,
85433,08:54:33,,,1254,0,5,15,11d0,64,57,15,7a,57,02d2,3706,68,,
85434,08:54:34,,,0d6c,0,5,4c,0c44,5f,57,15,7a,57,02d2,3706,68,,
85434,08:54:34,,,0.00E+00,0,5,4c,0c44,5f,57,10,7a,55,2e07,3724,68,,
85435,08:54:35,,,0e1c,0,5,4b,0c94,5d,57,10,7a,55,2e07,3724,6a,,
85435,08:54:35,,,0.00E+00,0,5,4b,0c94,5d,57,0a,7a,54,02d1,3719,6a,,
85436,08:54:36,,,0.00E+00,0,5,4a,0bf4,5c,57,0a,7a,54,02d1,3719,69,,
85436,08:54:36,,,0.00E+00,0,5,4a,0b00,5c,57,7,7a,54,200,3700,69,,
85437,08:54:37,,,0.00E+00,0,5,4a,0c00,5c,57,7,7a,54,200,3700,69,,
85437,08:54:37,,,0df0,0,5,4a,0c00,5c,57,4,7a,54,200,3700,69,,
85438,08:54:38,,,0e2c,0,5,4a,0c00,5c,57,4,7a,54,200,3700,69,,
85438,08:54:38,,,0.00E+00,0,1,4a,0c00,5c,57,2,7a,55,200,3600,69,,
85439,08:54:39,,,0d9c,0,1,6c,0c00,5c,57,2,7a,55,200,3600,69,,
85439,08:54:39,,,0d68,0,1,6c,0c00,5c,57,3,7a,55,200,3700,69,,
85440,08:54:40,,,0de4,0,1,67,0.00E+00,5c,57,3,7a,55,200,3700,4f,,
85440,08:54:40,,,0e1c,0,1,67,0.00E+00,5c,57,6,7a,55,300,3700,4f,,
85441,08:54:41,,,12c8,2a,2,9d,1300,5f,57,6,7a,55,300,3700,5,,
85441,08:54:41,,,1710,27,2,9d,1300,5f,57,0a,7a,56,600,3700,5,,
85442,08:54:42,,,19f0,3d,2,6b,1d00,6a,57,0a,7a,56,600,3700,32,,
85442,08:54:42,,,1e20,3f,2,6b,1d00,6a,57,0d,7a,58,900,3700,32,,
85443,08:54:43,,,227c,48,2,72,2900,85,57,0d,7a,58,900,3700,32,,
85443,08:54:43,,,268c,48,2,72,2900,85,57,11,7a,5a,0.00E+00,3700,32,,
85443,08:54:43,,,29a8,42,2,75,2a00,a6,57,11,7a,5a,0.00E+00,3700,46,,
85444,08:54:44,,,2c8c,41,2,75,2a1c,a6,57,14,7a,5b,11b0,377d,46,,
85444,08:54:44,,,29dc,0,1,18,16a8,90,57,14,7a,5b,11b0,377d,81,,
85445,08:54:45,,,200c,0,1,18,16a8,90,57,14,7a,5a,743,3777,81,,
85445,08:54:45,,,209c,4f,2,83,2094,81,57,14,7a,5a,743,3777,64,,
85446,08:54:46,,,1c10,5b,2,83,2094,81,57,16,7a,58,09bc,377d,64,,
85446,08:54:46,,,1f7c,6f,2,a0,2968,91,57,16,7a,58,09bc,377d,64,,
85447,08:54:47,,,21bc,4c,2,a0,2968,91,57,1a,7a,59,0cc6,3786,64,,
85447,08:54:47,,,2360,35,2,65,25bc,94,57,1a,7a,59,0cc6,3786,73,,
85448,08:54:48,,,2454,2c,2,65,25bc,94,57,1c,7a,59,0a4a,3775,73,,
85449,08:54:49,,,23f0,11,2,35,18d8,7b,57,1c,7a,59,0a4a,3775,78,,
85449,08:54:49,,,2340,10,2,35,18d8,7b,57,1c,7a,57,802,3762,78,,
85449,08:54:49,,,225c,0d,2,30,17d4,6e,57,1c,7a,57,802,3762,78,,
85450,08:54:50,,,20a8,16,2,30,17d4,6e,57,1a,7a,56,741,3775,78,,
85450,08:54:50,,,2004,25,2,41,1af4,6b,57,1a,7a,56,741,3775,67,,
85451,08:54:51,,,1f90,27,2,41,1af4,6b,57,19,7a,56,086a,378d,67,,
85451,08:54:51,,,1f34,27,2,54,1fcc,74,57,19,7a,56,086a,378d,67,,
85452,08:54:52,,,1f60,30,2,54,1f00,74,57,19,7a,56,900,3700,67,,
85452,08:54:52,,,2050,35,2,60,2400,7b,57,19,7a,56,900,3700,66,,
85453,08:54:53,,,2130,37,2,60,2400,7b,57,1a,7a,56,0a00,3700,66,,
85453,08:54:53,,,2208,37,2,66,2600,84,57,1a,7a,56,0a00,3700,69,,
85454,08:54:54,,,2228,38,2,66,2600,84,57,1b,7a,57,0b00,3700,69,,
85455,08:54:55,,,2220,38,2,67,2500,89,57,1b,7a,57,0b00,3700,70,,
85455,08:54:55,,,2238,38,2,67,2500,89,57,1b,7a,57,0b00,3700,70,,
85455,08:54:55,,,21c4,2f,2,63,2500,87,57,1b,7a,57,0b00,3700,76,,
85456,08:54:56,,,2250,23,2,63,2500,87,57,1b,7a,57,900,3700,76,,
85456,08:54:56,,,2244,29,2,59,2200,7f,57,1b,7a,57,900,3700,73,,
85457,08:54:57,,,2290,29,2,59,2200,7f,57,1b,7a,55,900,3700,73,,
85457,08:54:57,,,22a0,21,2,50,2000,7e,57,1b,7a,55,900,3700,75,,
85458,08:54:58,,,2280,21,2,50,2000,7e,57,1b,7a,54,800,3700,75,,
85458,08:54:58,,,21c0,13,1,37,1900,75,57,1b,7a,54,800,3700,73,,
85459,08:54:59,,,1f88,0,1,37,1900,75,57,18,7a,54,600,3700,73,,
85459,08:54:59,,,1ca4,0,5,0e,1100,65,57,18,7a,54,600,3700,6a,,
85500,08:55:00,,,18ec,0,5,0e,11bc,65,57,14,7a,53,539,3737,6a,,
85501,08:55:01,,,155c,0,5,0,1040,61,57,14,7a,53,539,3737,63,,
85501,08:55:01,,,1350,0,5,0,1040,61,57,0f,7a,52,03ef,375a,63,,
85501,08:55:01,,,12d0,0,1,3c,10f4,5f,57,0f,7a,52,03ef,375a,6c,,
85502,08:55:02,,,1224,0,1,3c,10f4,5f,57,0e,7a,50,034a,3747,6c,,
85502,08:55:02,,,11d8,0,1,3f,10a4,5e,57,0e,7a,50,034a,3747,6d,,
85503,08:55:03,,,103c,0,5,3f,10a4,5e,57,0d,7a,50,02d7,3719,6d,,
85503,08:55:03,,,0ed0,0,5,42,0d0c,5d,57,0d,7a,50,02d7,3719,69,,
85504,08:55:04,,,0.00E+00,0,5,42,0d0c,5d,57,0a,7a,51,02bc,3700,69,,
85504,08:55:04,,,0.00E+00,0,5,47,0c58,5c,57,0a,7a,51,02bc,3700,61,,
85505,08:55:05,,,0.00E+00,0,5,47,0c58,5c,57,9,7b,51,02bc,36fc,61,,
85505,08:55:05,,,0.00E+00,0,5,47,0c6c,5c,57,9,7b,51,02bc,36fc,60,,
85506,08:55:06,,,0.00E+00,0,1,47,0c6c,5c,57,9,7b,51,029f,36fb,60,,
85507,08:55:07,,,0d70,1,1,8a,0d20,5c,57,9,7b,51,029f,36fb,55,,
85507,08:55:07,,,13bc,19,2,8a,0d20,5c,57,0a,7b,52,04a9,3766,55,,
85507,08:55:07,,,1460,1b,2,7c,16d0,61,57,0a,7b,52,04a9,3766,32,,
85508,08:55:08,,,13a0,17,2,7c,1600,61,57,0d,7b,53,400,3700,32,,
85508,08:55:08,,,1350,13,2,92,1a00,65,57,0d,7b,53,400,3700,32,,
85509,08:55:09,,,14e4,17,2,92,1a00,65,57,10,7b,54,500,3700,32,,
85509,08:55:09,,,1680,2c,2,66,1800,67,57,10,7b,54,500,3700,34,,
85510,08:55:10,,,1810,30,2,66,1800,67,57,13,7b,55,600,3700,34,,
85510,08:55:10,,,1a54,30,2,6e,2000,71,57,13,7b,55,600,3700,32,,
85511,08:55:11,,,1c68,30,2,6e,2000,71,57,16,7b,55,800,3700,32,,
85511,08:55:11,,,1e84,31,2,64,2300,7f,57,16,7b,55,800,3700,34,,
85512,08:55:12,,,20ac,34,2,64,2300,7f,57,19,7b,56,0b00,3700,34,,
85513,08:55:13,,,2290,35,2,66,2600,8f,57,19,7b,56,0b00,3700,3e,,
85513,08:55:13,,,2480,37,2,66,2600,8f,57,1d,7b,58,0d00,3700,3e,,
85513,08:55:13,,,2644,37,2,56,2400,99,57,1d,7b,58,0d00,3700,50,,
85514,08:55:14,,,21ac,0,1,56,2400,99,57,1e,7b,58,800,3700,50,,
85514,08:55:14,,,17bc,0,5,2,1000,71,57,1e,7b,58,800,3700,65,,
85515,08:55:15,,,0dc4,0,5,2,1000,71,57,1e,7b,53,200,3700,65,,
85515,08:55:15,,,0f94,0,5,2e,0d00,61,57,1e,7b,53,200,3700,79,,
85516,08:55:16,,,0f9c,0,1,2e,0d34,61,57,1d,7b,51,204,3731,79,,
85516,08:55:16,,,0dd4,0,1,2d,0ac8,5d,57,1d,7b,51,204,3731,5c,,
85517,08:55:17,,,183c,41,2,2d,0ac8,5d,57,1c,7b,50,05b9,376a,5c,,
85517,08:55:17,,,1800,4a,2,8b,14a0,67,57,1c,7b,50,05b9,376a,32,,
85518,08:55:18,,,1910,4d,2,8b,14a0,67,57,1e,7b,53,06f8,376d,32,,
85519,08:55:19,,,1a7c,3b,2,82,22ec,75,57,1e,7b,53,06f8,376d,32,,
85519,08:55:19,,,1b80,3f,2,82,22ec,75,57,22,7b,55,843,377c,32,,
85519,08:55:19,,,1c74,4a,2,7f,25f8,80,57,22,7b,55,843,377c,32,,
85520,08:55:20,,,1dc4,35,2,7f,25f8,80,57,24,7b,56,933,3772,32,,
85520,08:55:20,,,1cec,0,1,0,15e0,77,57,24,7b,56,933,3772,43,,
85521,08:55:21,,,1d6c,0,1,0,15e0,77,57,24,7b,55,761,375e,43,,
85521,08:55:21,,,1c7c,0,5,0,1194,6a,57,24,7b,55,761,375e,41,,
85522,08:55:22,,,1c20,27,2,0,1194,6a,57,22,7b,55,721,3782,41,,
85522,08:55:22,,,1b58,24,2,45,19c8,6e,57,22,7b,55,721,3782,33,,
85523,08:55:23,,,1c00,1,2,45,19c8,6e,57,22,7b,54,700,3787,33,,
85523,08:55:23,,,1bbc,5,2,0b,1248,69,57,22,7b,54,700,3787,3d,,
85524,08:55:24,,,1b7c,7,2,0b,1200,69,57,22,7b,54,600,3700,3d,,
85525,08:55:25,,,1b0c,0,2,7,1100,66,57,22,7b,54,600,3700,4a,,
85525,08:55:25,,,1a6c,0,1,7,1100,66,57,20,7b,54,600,3700,4a,,
85525,08:55:25,,,1a04,0,1,0,1200,64,57,20,7b,54,600,3700,4a,,
85526,08:55:26,,,1930,0,1,0,1200,64,57,1f,7b,53,500,3700,4a,,
85526,08:55:26,,,1880,0,1,0,1100,62,57,1f,7b,53,500,3700,4e,,
85527,08:55:27,,,17f4,0,1,0,1100,62,57,1d,7b,53,500,3700,4e,,
85527,08:55:27,,,179c,0,1,0,1100,61,57,1d,7b,53,500,3700,5,,
85528,08:55:28,,,170c,0,5,0,1100,61,57,1c,7b,53,500,3700,5,,
85528,08:55:28,,,1684,0,5,0,1100,60,57,1c,7b,53,500,3700,34,,
85529,08:55:29,,,15b4,0,5,0,1100,60,57,1a,7b,53,500,3700,34,,
85529,08:55:29,,,14e4,0,5,0,1000,5f,57,1a,7b,53,500,3700,36,,
85530,08:55:30,,,1478,0,5,0,1000,5f,57,19,7b,52,400,3700,36,,
85531,08:55:31,,,1418,1d,2,1e,1100,5f,57,19,7b,52,400,3700,32,,
85531,08:55:31,,,14b4,12,2,1e,1100,5f,57,19,7b,52,400,3700,32,,
85532,08:55:32,1257.2649,7738.4539,145c,14,2,54,1300,61,57,19,7b,52,400,3700,3d,,
85532,08:55:32,1257.2651,7738.4555,14b4,0f,2,54,139c,61,57,19,7b,52,527,3749,3d,,
85533,08:55:33,1257.2655,7738.458,1590,0d,2,4c,13ec,63,57,19,7b,52,527,3749,56,,
85533,08:55:33,1257.2657,7738.4597,1644,0d,2,4c,13ec,63,57,1b,7b,52,058c,3747,56,,
85534,08:55:34,1257.266,7738.4623,16cc,10,2,48,1518,65,57,1b,7b,52,058c,3747,71,,
