Time (GMT),Time,Latitude,Longitude,RPM,TPS,Brake,Fuel Flow Rate,Engine Load,Rail Pressure,MAP,Baro,Speed,ECT,IAT,MAF,BAT Volt,EGR,,
52118,05:21:18,1257.0682,7738.6753,0cb0,0,5,00bc,65,0c6c,5a,57,4,50,3d,267,373b,5c,,
52119,05:21:19,1257.0682,7738.6752,0d14,0,5,00c8,6e,0c80,5a,57,5,50,3d,267,373b,5c,,
52119,05:21:19,1257.0684,7738.6749,0d1c,0,5,00c9,6e,0c80,5a,57,5,50,3e,027d,3759,60,,
52120,05:21:20,1257.0689,7738.6749,0d90,0,5,00cd,6d,0f00,5a,57,6,50,3e,027d,3759,60,,
52120,05:21:20,1257.0693,7738.6747,0db4,0,5,00bb,6d,0f00,5a,57,6,50,3e,251,3835,5d,,
52121,05:21:21,1257.0698,7738.6746,0d74,0,5,00bc,65,0ce4,5a,57,6,50,3e,251,3835,5d,,
52121,05:21:21,1257.0701,7738.6746,0dec,0,1,00b7,65,0ce4,5a,57,6,50,3e,027d,3838,58,,
52122,05:21:22,1257.0705,7738.6749,0.00E+00,0,1,00a6,55,0d0c,5a,57,6,50,3e,027d,3838,58,,
52122,05:21:22,1257.0708,7738.6749,0ed8,0a,2,117,55,0d0c,5a,57,6,50,3e,374,3853,4a,,
52123,05:21:23,1257.0713,7738.6752,11f8,12,2,01b9,92,13b0,5a,57,8,50,3e,374,3853,4a,,
52123,05:21:23,1257.0718,7738.6753,13dc,1b,2,010b,92,13b0,5a,57,8,50,40,457,387e,4e,,
52124,05:21:24,1257.0726,7738.6756,15a8,49,2,01c8,6a,1600,5b,57,0b,50,40,400,3800,4e,,
52124,05:21:24,1257.0733,7738.6757,19c4,49,2,274,6a,1600,5b,57,0b,51,41,700,3800,49,,
52125,05:21:25,1257.0745,7738.6761,1efc,42,2,349,6c,1f00,68,57,0f,51,41,700,3800,49,,
52125,05:21:25,1257.0751,7738.6764,2320,1f,2,316,6c,1f00,68,57,0f,51,42,0a00,3800,56,,
52126,05:21:26,1257.0764,7738.6768,2430,0,1,016e,2a,1700,71,57,11,51,42,0a00,3800,56,,
52126,05:21:26,1257.0772,7738.6773,1b00,0,1,52,2a,1700,71,57,11,51,44,600,3800,61,,
52127,05:21:27,1257.0785,7738.6781,11dc,0,5,001a,15,0f00,61,57,12,51,44,600,3800,61,,
52127,05:21:27,1257.0797,7738.6783,0dc4,0,5,85,15,0f00,61,57,12,51,3f,100,3800,5d,,
52128,05:21:28,1257.0822,7738.6775,0da8,0,5,87,48,0b00,5b,57,14,51,3f,100,3800,5d,,
52128,05:21:28,1257.0837,7738.677,0db8,0,5,88,48,0b00,5b,57,14,51,3c,200,3800,5a,,
52129,05:21:29,1257.0853,7738.678,0dd0,0,5,89,49,0c00,5a,57,16,51,3c,200,3800,5a,,
52129,05:21:29,1257.0866,7738.6783,0db4,0,5,88,49,0c30,5a,57,16,51,3d,262,3812,62,,
52130,05:21:30,1257.089,7738.6779,0dc0,0,5,86,46,0c94,5a,57,15,51,3d,262,3812,62,,
52130,05:21:30,1257.0903,7738.6782,0dd4,0,5,008b,46,0c94,5a,57,15,51,3e,024b,381d,66,,
52131,05:21:31,1257.092,7738.6785,0db8,0,5,89,45,0c30,5a,57,13,51,3e,024b,381d,66,,
52131,05:21:31,1257.0927,7738.6788,0dd8,0,5,87,45,0c30,5a,57,13,51,3e,248,382e,66,,
52132,05:21:32,1257.0942,7738.6796,0dc0,0,5,89,49,0c30,5a,57,10,51,3e,248,382e,66,,
52132,05:21:32,1257.0951,7738.6798,0dac,0,5,89,49,0c30,5a,57,10,51,3e,230,37f5,65,,
52133,05:21:33,1257.0967,7738.6795,0dc0,0,5,008a,49,0c08,5a,57,0f,51,3e,230,37f5,65,,
52133,05:21:33,1257.0974,7738.6799,0dd8,0,5,89,49,0c08,5a,57,0f,51,3e,243,382d,63,,
52134,05:21:34,1257.0979,7738.6813,0da4,0,5,008b,4a,0ca8,5a,57,0c,51,3e,243,382d,63,,
52134,05:21:34,1257.0984,7738.6813,0db4,0,5,89,4a,0ca8,5a,57,0c,51,3e,022e,3812,61,,
52135,05:21:35,1257.0995,7738.6806,0d9c,0,5,83,47,0b00,5a,57,9,51,3e,200,3800,61,,
52135,05:21:35,1257.0999,7738.6805,0d74,0,5,86,47,0b00,5a,57,9,52,3e,200,3800,5f,,
52136,05:21:36,1257.1005,7738.6803,0d74,0,5,84,49,0c00,5a,57,6,52,3e,200,3800,5f,,
52136,05:21:36,1257.1009,7738.6803,0d54,0,5,86,49,0c00,5a,57,6,52,3e,200,3700,60,,
52137,05:21:37,1257.1017,7738.6796,0d44,0,5,85,4b,0b00,5a,57,5,52,3e,200,3700,60,,
52137,05:21:37,1257.1018,7738.6797,0d64,0,5,89,4b,0b00,5a,57,5,52,3e,200,3700,5f,,
52138,05:21:38,1257.1023,7738.6797,0d54,0,5,89,4c,0b00,5a,57,5,52,3e,200,3700,5f,,
52138,05:21:38,1257.1024,7738.68,0d58,0,5,89,4c,0b00,5a,57,5,52,3e,200,3800,5d,,
52139,05:21:39,1257.1024,7738.6804,0d6c,0,5,87,4a,0c00,5a,57,3,52,3e,200,3800,5d,,
52139,05:21:39,1257.1024,7738.6805,0d7c,0,5,87,4a,0c00,5a,57,3,52,3e,200,3700,5e,,
52140,05:21:40,1257.1026,7738.6802,0cb8,0,5,007d,4a,0b00,5a,57,1,52,3e,200,3700,5e,,
52140,05:21:40,1257.1024,7738.6803,0cc0,0,5,007d,4a,0b04,5a,57,1,52,3e,226,3801,5f,,
52141,05:21:41,1257.102,7738.6812,0cac,0,5,007b,4b,0b90,5a,57,0,52,3e,226,3801,5f,,
52141,05:21:41,1257.102,7738.6812,0cb8,0,5,007a,4b,0b90,5a,57,0,52,3e,021c,37f6,61,,
52142,05:21:42,1257.102,7738.681,0ca4,0,5,007a,4b,0b7c,5a,57,0,52,3e,021c,37f6,61,,
52142,05:21:42,1257.1021,7738.6807,0ca8,0,5,79,4b,0b7c,5a,57,0,52,3e,213,37f7,63,,
52143,05:21:43,1257.1024,7738.68,0c90,0,5,79,4c,0b7c,5a,57,0,52,3e,213,37f7,63,,
52143,05:21:43,1257.1024,7738.68,0ca0,0,5,78,4c,0b7c,5a,57,0,52,3e,209,3802,61,,
52144,05:21:44,1257.1024,7738.6798,0ca4,0,5,007a,4a,0b54,5a,57,0,52,3e,209,3802,61,,
52144,05:21:44,1257.1024,7738.6798,0c94,0,5,007b,4a,0b54,5a,57,0,52,3e,020c,37f3,62,,
52145,05:21:45,1257.1026,7738.6794,0c98,0,5,79,4a,0b2c,5a,57,0,52,3e,020c,37f3,62,,
52145,05:21:45,1257.1026,7738.6792,0c90,0,5,79,4a,0b2c,5a,57,0,52,3e,207,37f3,64,,
52146,05:21:46,1257.1025,7738.6792,0ca8,0,5,79,4a,0b00,5a,57,0,52,3e,200,3700,64,,
52146,05:21:46,1257.1026,7738.6791,0c94,0,5,79,4a,0b00,5a,57,0,52,3e,200,3700,64,,
52147,05:21:47,1257.1027,7738.6788,0c8c,0,5,79,4b,0b00,5a,57,0,52,3e,200,3700,64,,
52147,05:21:47,1257.1029,7738.6783,0c90,0,5,007a,4b,0b00,5a,57,0,52,3e,200,3800,65,,
52148,05:21:48,1257.103,7738.6782,0ca0,0,5,79,4a,0b00,5a,57,0,52,3e,200,3800,65,,
52148,05:21:48,1257.1029,7738.6781,0ca0,0,5,007c,4a,0b00,5a,57,0,52,3e,200,3800,65,,
52149,05:21:49,1257.1032,7738.6775,0c9c,0,5,78,4a,0b00,5a,57,0,52,3e,200,3800,65,,
52149,05:21:49,1257.1032,7738.6773,0ca4,0,5,007a,4a,0b00,5a,57,0,52,3f,200,3800,66,,
52150,05:21:50,1257.1031,7738.6774,0c8c,0,5,79,4b,0b00,5a,57,0,52,3f,200,3800,66,,
52150,05:21:50,1257.1031,7738.6774,0c98,0,5,007a,4b,0b00,5a,57,0,52,3e,200,3800,65,,
52151,05:21:51,1257.1031,7738.677,0c8c,0,5,007b,4c,0b00,5a,57,0,52,3e,200,3800,65,,
52151,05:21:51,1257.1032,7738.6768,0ca4,0,5,79,4c,0b54,5a,57,0,52,3f,020c,3803,65,,
52152,05:21:52,1257.103,7738.6766,0c94,0,5,007a,4b,0b7c,5a,57,0,52,3f,020c,3803,65,,
52152,05:21:52,1257.1029,7738.6765,0c8c,0,5,007b,4b,0b7c,5a,57,0,52,3f,210,37f6,63,,
52153,05:21:53,1257.1026,7738.6767,0cac,0,5,007a,4a,0b68,5a,57,0,52,3f,210,37f6,63,,
52153,05:21:53,1257.1026,7738.6766,0c94,0,5,007a,4a,0b68,5a,57,0,52,3f,215,3800,62,,
52154,05:21:54,1257.1025,7738.6766,0cac,0,5,007b,4b,0b40,5a,57,0,52,3f,215,3800,62,,
52154,05:21:54,1257.1024,7738.6764,0c98,0,5,007c,4b,0b40,5a,57,0,52,3f,021d,37ef,62,,
52155,05:21:55,1257.1024,7738.6763,0c94,0,5,007b,4c,0b7c,5a,57,0,52,3f,021d,37ef,62,,
52155,05:21:55,1257.1024,7738.6762,0cac,0,5,78,4c,0b7c,5a,57,0,52,3f,020e,3802,61,,
52156,05:21:56,1257.1022,7738.6763,0c94,0,5,79,4a,0b68,5a,57,0,52,3f,020e,3802,61,,
52156,05:21:56,1257.1021,7738.6764,0ca4,0,5,007b,4a,0b68,5a,57,0,52,3f,205,37e1,61,,
52157,05:21:57,1257.102,7738.6763,0cac,0,5,007c,4c,0b00,5a,57,0,52,3f,200,3700,61,,
52157,05:21:57,1257.1019,7738.6762,0c7c,0,5,007c,4c,0b00,5a,57,0,52,3f,200,3700,62,,
52158,05:21:58,1257.1016,7738.6765,0cb8,0,5,007b,4a,0b00,5a,57,0,52,3f,200,3700,62,,
52158,05:21:58,1257.1016,7738.6764,0ca4,0,5,007c,4a,0b00,5a,57,0,52,3f,200,3800,60,,
52159,05:21:59,1257.1015,7738.6764,0ca4,0,5,007b,4c,0b00,5a,57,0,52,3f,200,3800,60,,
52159,05:21:59,1257.1014,7738.6764,0c9c,0,5,007b,4c,0b00,5a,57,0,53,3f,200,3700,5e,,
52200,05:22:00,1257.1015,7738.6761,0c98,0,5,007a,4c,0b00,5a,57,0,53,3f,200,3700,5e,,
52200,05:22:00,1257.1014,7738.676,0ca0,0,5,007c,4c,0b00,5a,57,0,53,3f,200,3800,5f,,
52201,05:22:01,1257.1012,7738.676,0cac,0,5,79,49,0b00,5a,57,0,53,3f,200,3800,5f,,
52201,05:22:01,1257.1012,7738.6759,0c80,0,5,007b,49,0b00,5a,57,0,53,3f,200,3700,5f,,
52202,05:22:02,1257.163,7738.4862,0c40,0,5,008b,58,0d00,5a,57,0,53,3f,200,3700,5f,,
52202,05:22:02,1257.1598,7738.4666,0c34,0,5,008f,58,0d5c,5a,57,0,53,3f,021c,3392,63,,
52203,05:22:03,1257.1797,7738.4682,0c4c,0,5,91,59,0a14,5a,57,0,53,3f,021c,3392,63,,
52203,05:22:03,1257.1998,7738.4805,0d64,0,1,009d,59,0a14,5a,57,0,53,3f,026c,3498,68,,
52204,05:22:04,1257.2038,7738.4782,0bf8,0,1,00a8,68,0b04,5a,57,1,53,3f,026c,3498,68,,
52204,05:22:04,1257.2047,7738.4797,0cbc,0,5,00ac,68,0b04,5a,57,1,53,3f,254,3509,62,,
52205,05:22:05,1257.2103,7738.4705,0bec,0,1,00c2,70,0ab4,5a,57,3,53,3f,254,3509,62,,
52205,05:22:05,1257.2133,7738.4659,0e6c,0,5,00c5,70,0ab4,5a,57,3,53,40,028e,36b9,66,,
52206,05:22:06,1257.2158,7738.4625,0dbc,0,5,00b8,60,0ce4,5a,57,3,53,40,028e,36b9,66,,
52206,05:22:06,1257.2165,7738.4621,0dbc,0,5,00a0,60,0ce4,5a,57,3,53,40,248,371c,60,,
52207,05:22:07,1257.2166,7738.4628,0cc4,0,5,00a6,5e,0bf4,5a,57,2,53,40,248,371c,60,,
52207,05:22:07,1257.2168,7738.4635,0cb8,0,1,00a3,5e,0bf4,5a,57,2,53,40,228,36c4,5d,,
52208,05:22:08,1257.2172,7738.4639,0c80,0,5,00a3,60,0b00,5a,57,1,53,40,200,3600,5d,,
52208,05:22:08,1257.2174,7738.464,0cec,0,5,00a2,60,0b00,5a,57,1,53,3f,200,3700,5d,,
52209,05:22:09,1257.2177,7738.4641,0cf0,0,5,97,56,0c00,5a,57,1,53,3f,200,3700,5d,,
52209,05:22:09,1257.2181,7738.4637,0c94,0,1,97,56,0c00,5a,57,1,53,40,200,3700,63,,
52210,05:22:10,1257.2187,7738.4633,0c70,0,1,009e,5f,0b00,5a,57,1,53,40,200,3700,63,,
52210,05:22:10,1257.219,7738.4631,0c34,0,1,00a5,5f,0b00,5a,57,1,53,3f,200,3600,52,,
52211,05:22:11,1257.2193,7738.4627,0be0,0,1,00d9,84,0d00,5a,57,2,53,3f,200,3600,52,,
52211,05:22:11,1257.2196,7738.4624,0bbc,0,1,0.00E+00,84,0d00,5a,57,2,53,40,200,3600,5e,,
52212,05:22:12,1257.2199,7738.4625,0ed4,0,1,00ff,73,0.00E+00,5a,57,5,53,40,200,3600,5e,,
52212,05:22:12,1257.22,7738.4625,0.00E+00,0,1,00dc,73,0.00E+00,5a,57,5,53,41,200,3700,67,,
52213,05:22:13,1257.2193,7738.462,0f68,0,5,009e,47,0d00,5a,57,4,53,41,200,3700,67,,
52213,05:22:13,1257.2177,7738.4612,0e6c,0,5,87,47,0dd4,5a,57,4,53,41,024b,37fe,67,,
52214,05:22:14,1257.2149,7738.4601,0d94,0,5,007f,42,0bf4,5a,57,1,53,41,024b,37fe,67,,
52214,05:22:14,1257.2136,7738.4596,0cd4,0,5,007e,42,0bf4,5a,57,1,53,3f,01f3,354d,61,,
52215,05:22:15,1257.2129,7738.4597,0c7c,0,5,84,50,0b40,5a,57,0,53,3f,01f3,354d,61,,
52215,05:22:15,1257.2125,7738.4597,0d3c,0,5,82,50,0b40,5a,57,0,53,3f,232,379a,5f,,
52216,05:22:16,1257.2121,7738.4599,0cb8,0,5,007d,4c,0b04,5a,57,0,53,3f,232,379a,5f,,
52216,05:22:16,1257.212,7738.4601,0ce0,0,5,79,4c,0b04,5a,57,0,53,3f,222,37e9,64,,
52217,05:22:17,1257.2119,7738.4604,0ca8,0,5,79,4a,0b7c,5a,57,0,53,3f,222,37e9,64,,
52217,05:22:17,1257.2118,7738.4606,0c80,0,5,007a,4a,0b7c,5a,57,0,53,3f,200,37b6,65,,
52218,05:22:18,1257.2117,7738.4609,0c90,0,5,007b,4c,0b68,5a,57,0,53,3f,200,37b6,65,,
52218,05:22:18,1257.2118,7738.4607,0bf0,0,5,008b,4c,0b68,5a,57,0,53,3f,021a,36aa,5d,,
52219,05:22:19,1257.2119,7738.4604,0d00,0,5,90,54,0c00,5a,57,0,53,3f,200,3600,5d,,
52219,05:22:19,1257.2121,7738.4599,0c20,0,5,92,54,0c00,5a,57,0,53,3f,200,3600,5b,,
52220,05:22:20,1257.2124,7738.4588,0cc8,0,1,00a5,5f,0b00,5a,57,0,53,3f,200,3600,5b,,
52220,05:22:20,1257.2125,7738.4581,0bb0,0,5,00b3,5f,0b00,5a,57,0,53,40,200,3600,61,,
52221,05:22:21,1257.2136,7738.4569,0d28,0,5,00d8,75,0c00,5a,57,1,53,40,200,3600,61,,
52221,05:22:21,1257.2137,7738.4574,0c30,0,5,00d1,75,0c00,5a,57,1,53,40,200,3700,5a,,
52222,05:22:22,1257.2136,7738.4581,0d00,0,5,00d1,75,0c00,5a,57,2,53,40,200,3700,5a,,
52222,05:22:22,1257.2134,7738.4584,0cd8,0,5,00cd,75,0c00,5a,57,2,53,40,200,3700,63,,
52223,05:22:23,1257.2131,7738.4587,0db0,0,5,00b4,5e,0c00,5a,57,1,53,40,200,3700,63,,
52223,05:22:23,1257.213,7738.4586,0dbc,0,5,91,5e,0c00,5a,57,1,54,40,200,3800,66,,
52224,05:22:24,1257.2128,7738.4586,0c30,0,1,95,5a,0b00,5a,57,1,54,40,200,3800,66,,
52224,05:22:24,1257.2127,7738.4587,0.00E+00,0,5,008e,5a,0b54,5a,57,1,54,40,291,380c,69,,
52225,05:22:25,1257.2126,7738.4585,0d38,0,5,80,48,0c08,5a,57,0,54,40,291,380c,69,,
52225,05:22:25,1257.2124,7738.4584,0c90,0,1,80,48,0c08,5a,57,0,54,3f,01ec,36ec,4f,,
52226,05:22:26,1257.2128,7738.4587,0bd8,0,1,00c6,88,0de8,5a,57,0,54,3f,01ec,36ec,4f,,
52226,05:22:26,1257.2131,7738.4591,0c10,0,1,00bf,88,0de8,5a,57,0,54,40,254,36e6,5e,,
52227,05:22:27,1257.2135,7738.4583,0d14,0,1,00df,76,0dc0,5a,57,1,54,40,254,36e6,5e,,
52227,05:22:27,1257.2145,7738.4576,0c20,12,2,0.00E+00,76,0dc0,5a,57,1,54,40,337,383e,5,,
52228,05:22:28,1257.2157,7738.456,13d4,55,2,243,9e,13c4,5a,57,4,54,40,337,383e,5,,
52228,05:22:28,1257.2165,7738.4552,16b8,54,2,02ee,9e,13c4,5a,57,4,54,41,609,3879,31,,
52229,05:22:29,1257.2175,7738.455,1508,58,2,02ea,b6,1cd4,61,57,0a,54,41,609,3879,31,,
52229,05:22:29,1257.2183,7738.4551,176c,68,2,02b8,b6,1cd4,61,57,0a,54,44,695,3860,31,,
52230,05:22:30,1257.2189,7738.4551,1b28,7d,2,039d,99,2400,69,57,0d,54,44,600,3800,31,,
52230,05:22:30,1257.2194,7738.4558,1f00,76,2,456,99,2400,69,57,0d,54,43,0a00,3800,3a,,
52231,05:22:31,1257.2196,7738.4562,23a8,4c,2,045b,82,2800,87,57,11,54,43,0a00,3800,3a,,
52231,05:22:31,1257.2197,7738.456,24f0,0,1,01c4,82,2800,87,57,11,54,46,0b00,3800,4c,,
52232,05:22:32,1257.2196,7738.4557,1ca8,0,1,006e,10,1200,72,57,0e,54,46,0b00,3800,4c,,
52232,05:22:32,1257.2192,7738.4557,1368,0,1,12,10,1200,72,57,0e,54,44,400,3800,5b,,
52233,05:22:33,1257.2181,7738.456,1704,47,2,014f,71,1100,61,57,0c,54,44,400,3800,5b,,
52233,05:22:33,1257.2178,7738.4559,1234,62,2,02ee,71,1100,61,57,0c,54,41,300,3800,5,,
52234,05:22:34,1257.2177,7738.4545,1268,8b,2,021e,a1,1800,61,57,0f,54,41,300,3800,5,,
52234,05:22:34,1257.2171,7738.4543,13dc,84,2,279,a1,1800,61,57,0f,54,41,500,3800,5,,
52235,05:22:35,1257.2171,7738.4536,1528,67,2,02dd,b5,1e00,62,57,11,54,41,500,3800,5,,
52235,05:22:35,1257.2168,7738.4532,16a0,7a,2,032f,b5,1e8c,62,57,11,55,41,069d,3849,32,,
52236,05:22:36,1257.2172,7738.4544,186c,56,2,035a,aa,21c0,6a,57,14,55,41,069d,3849,32,,
52236,05:22:36,1257.2175,7738.4552,19c0,3c,2,02c9,aa,21c0,6a,57,14,55,42,779,385b,40,,
52237,05:22:37,1257.2178,7738.4561,1a6c,34,2,283,6f,1f04,6d,57,14,55,42,779,385b,40,,
52237,05:22:37,1257.2176,7738.4559,18e8,0,1,103,6f,1f04,6d,57,14,55,42,671,385d,5f,,
52238,05:22:38,1257.2156,7738.4556,1680,5,2,49,13,10a4,63,57,10,55,42,671,385d,5f,,
52238,05:22:38,1257.2142,7738.4551,1488,21,2,92,13,10a4,63,57,10,55,41,03f8,383b,5a,,
52239,05:22:39,1257.2128,7738.4545,12d0,24,2,119,4e,1248,5d,57,0e,55,41,03f8,383b,5a,,
52239,05:22:39,1257.2122,7738.4542,122c,22,2,01a5,4e,1248,5d,57,0e,55,3f,044a,3857,55,,
52240,05:22:40,1257.2115,7738.4546,125c,6,2,01b7,82,14f0,5e,57,0e,55,3f,044a,3857,55,,
52240,05:22:40,1257.2113,7738.4552,11b4,1,2,00f8,82,14f0,5e,57,0e,55,40,02ef,3843,69,,
52241,05:22:41,1257.2108,7738.4557,1210,0,2,00c1,44,1000,5b,57,0e,55,40,200,3800,69,,
52241,05:22:41,1257.2104,7738.4561,115c,2,2,97,44,1000,5b,57,0e,56,3e,200,3800,61,,
52242,05:22:42,1257.2099,7738.4563,1150,6,2,00a1,3c,1000,5a,57,0d,56,3e,200,3800,61,,
52242,05:22:42,1257.2098,7738.4562,10d4,5,2,00da,3c,1000,5a,57,0d,56,3e,300,3800,68,,
52243,05:22:43,1257.2093,7738.4553,1094,0,1,00b3,44,0f00,5a,57,0d,56,3e,300,3800,68,,
52243,05:22:43,1257.2085,7738.4551,1034,0,1,008e,44,0f00,5a,57,0d,56,3f,200,3700,69,,
52244,05:22:44,1257.2075,7738.4538,0fb0,0,5,71,33,0d00,5a,57,0c,56,3f,200,3700,69,,
52244,05:22:44,1257.2065,7738.4536,0f54,0,5,72,33,0d00,5a,57,0c,56,3e,200,3700,65,,
52245,05:22:45,1257.2049,7738.4544,0f08,0,1,82,3d,0d00,5a,57,0b,56,3e,200,3700,65,,
52245,05:22:45,1257.2041,7738.4548,0f64,12,2,00ac,3d,0d00,5a,57,0b,56,3e,300,3800,42,,
52246,05:22:46,1257.2031,7738.4551,0f3c,14,2,011e,7f,1000,5a,57,0c,56,3e,300,3800,42,,
52246,05:22:46,1257.2026,7738.4552,0f64,0,1,010f,7f,1e01,5a,57,0c,56,3f,036c,3816,69,,
52247,05:22:47,1257.202,7738.4552,0fa8,0,1,00be,4b,0.00E+00,5b,57,0c,56,3f,036c,3816,69,,
52247,05:22:47,1257.2018,7738.4551,0ee0,0,5,009d,4b,0.00E+00,5b,57,0c,57,3f,260,37f6,60,,
52248,05:22:48,1257.202,7738.4545,0.00E+00,0,1,008e,4b,0cd0,5a,57,0a,57,3f,260,37f6,60,,
52248,05:22:48,1257.2023,7738.4542,0dd4,0,1,00b2,4b,0cd0,5a,57,0a,57,3e,027f,37c3,59,,
52249,05:22:49,1257.2027,7738.4535,0d64,0,1,00ca,6b,0ce4,5a,57,0b,57,3e,027f,37c3,59,,
52249,05:22:49,1257.2029,7738.4532,0d98,0,1,00d0,6b,0ce4,5a,57,0b,57,3f,028e,37ef,5d,,
52250,05:22:50,1257.2041,7738.4516,0d08,0,1,00cd,74,0c94,5a,57,0b,57,3f,028e,37ef,5d,,
52250,05:22:50,1257.2052,7738.4499,0d14,0,1,00cb,74,0c94,5a,57,0b,57,3f,025c,3807,5f,,
52251,05:22:51,1257.2069,7738.447,0d60,0e,2,00cd,66,0d98,5a,57,0b,57,3f,025c,3807,5f,,
52251,05:22:51,1257.2074,7738.4454,0e7c,36,2,157,66,0d98,5a,57,0b,57,3f,037f,3821,5,,
52252,05:22:52,1257.2083,7738.4425,1054,30,2,01d6,ad,1500,5b,57,0d,57,3f,300,3800,5,,
52252,05:22:52,1257.2088,7738.4411,11a4,16,2,01b0,ad,1500,5b,57,0d,57,40,400,3800,56,,
52253,05:22:53,1257.2093,7738.4394,11e0,12,2,00f6,52,1000,5c,57,0e,57,40,400,3800,56,,
52253,05:22:53,1257.2096,7738.4384,11d0,12,2,00f1,52,1000,5c,57,0e,57,41,300,3700,56,,
52254,05:22:54,1257.2097,7738.4373,10f0,0,1,00a0,3d,0f00,5b,57,0d,57,41,300,3700,56,,
52254,05:22:54,1257.2099,7738.436,1044,0,1,00a3,3d,0f00,5b,57,0d,57,3f,200,3700,66,,
52255,05:22:55,1257.2107,7738.4328,1054,0,1,00a0,3f,0.00E+00,5a,57,0b,57,3f,200,3700,66,,
52255,05:22:55,1257.2105,7738.4319,0fd4,0,1,008c,3f,0.00E+00,5a,57,0b,57,3f,200,3700,61,,
52256,05:22:56,1257.2117,7738.4288,0.00E+00,0,1,77,3c,0c00,5a,57,0a,57,3f,200,3700,61,,
52256,05:22:56,1257.2133,7738.4259,0d88,0,1,007c,3c,0c00,5a,57,0a,57,3f,200,3700,5d,,
52257,05:22:57,1257.215,7738.4228,0d6c,0,1,79,44,0b00,5a,57,9,57,3f,200,3700,5d,,
52257,05:22:57,1257.2161,7738.4212,0d70,0,1,007d,44,0b68,5a,57,9,57,3f,257,379d,67,,
52258,05:22:58,1257.2178,7738.4187,0d54,0,1,007d,47,0b7c,5a,57,7,57,3f,257,379d,67,,
52258,05:22:58,1257.2191,7738.4167,0d58,0,5,007c,47,0b7c,5a,57,7,57,3f,022e,33cf,64,,
52259,05:22:59,1257.2202,7738.4149,0d2c,0,1,80,4a,0a28,5a,57,5,57,3f,022e,33cf,64,,
52259,05:22:59,1257.2208,7738.4139,0bcc,0,1,93,4a,0a28,5a,57,5,57,3f,251,379d,61,,
52300,05:23:00,1257.2216,7738.4128,0cc4,0,1,00ab,62,0b68,5a,57,4,57,3f,251,379d,61,,
52300,05:23:00,1257.2223,7738.4117,0da4,0,1,00ae,62,0b68,5a,57,4,58,3f,025e,37e3,60,,
52301,05:23:01,1257.2231,7738.4101,0dec,0,1,96,4d,0ce4,5a,57,1,58,3f,025e,37e3,60,,
52301,05:23:01,1257.2236,7738.409,0ab4,0,1,00c6,4d,0ce4,5a,57,1,58,3f,02cb,37dd,4d,,
52302,05:23:02,1257.2243,7738.4076,0f90,0,1,00ac,41,0f00,5a,57,1,58,3f,02cb,37dd,4d,,
52302,05:23:02,1257.2247,7738.4068,0d90,0,5,006e,41,0f00,5a,57,1,58,3f,01dc,3477,67,,
52303,05:23:03,1257.225,7738.4056,0ccc,0,5,79,49,0a00,5a,57,1,58,3f,100,3400,67,,
52303,05:23:03,1257.2254,7738.4052,0ca4,0,5,77,49,0a00,5a,57,1,58,3e,200,3700,5d,,
52304,05:23:04,1257.226,7738.4045,0ce8,0,5,73,45,0a00,5a,57,1,58,3e,200,3700,5d,,
52304,05:23:04,1257.2263,7738.4043,0c98,0,5,006f,45,0a00,5a,57,1,58,3f,200,3700,60,,
52305,05:23:05,1257.2275,7738.4037,0c88,0,5,76,4a,0a00,5a,57,1,58,3f,200,3700,60,,
52305,05:23:05,1257.2278,7738.4037,0c84,0,5,78,4a,0a00,5a,57,1,58,3f,200,3700,62,,
52306,05:23:06,257.228,7738.4037,0cd0,0,5,71,44,0b00,5a,57,1,58,3f,200,3700,62,,
52306,05:23:06,257.228,7738.4037,0cac,0,1,71,44,0b00,5a,57,1,58,3f,200,3700,5,,
52307,05:23:07,257.229,7738.4039,1130,30,2,015e,70,0d00,59,57,0,58,3f,200,3700,5,,
52307,05:23:07,1257.2296,7738.4039,1794,32,2,025d,70,0d00,59,57,0,58,3f,600,3700,4e,,
52308,05:23:08,1257.2302,7738.4032,126c,0,1,016f,2e,1200,5f,57,2,58,3f,600,3700,4e,,
52308,05:23:08,1257.2306,7738.403,0ec4,0,1,016f,2e,12fc,5f,57,2,58,42,3e05,37dc,57,,
52309,05:23:09,1257.2305,7738.4025,0f24,0,1,00c7,5a,0dd4,5c,57,2,58,42,3e05,37dc,57,,
52309,05:23:09,1257.2304,7738.4024,0f48,0,1,00b0,5a,0dd4,5c,57,2,58,41,029c,37ca,68,,
52310,05:23:10,1257.2304,7738.4024,0d34,0,5,94,54,0ba4,5b,57,1,58,41,029c,37ca,68,,
52310,05:23:10,1257.2301,7738.4023,0d48,0,5,008e,54,0ba4,5b,57,1,58,3f,251,37be,5d,,
52311,05:23:11,1257.2301,7738.4023,0d78,0,5,78,43,0be0,5a,57,0,58,3f,251,37be,5d,,
52311,05:23:11,1257.2297,7738.4021,0cf0,0,5,75,43,0be0,5a,57,0,58,3f,226,37bc,61,,
52312,05:23:12,1257.2294,7738.402,0cd8,0,5,70,44,0b2c,5a,57,0,58,3f,226,37bc,61,,
52312,05:23:12,1257.2293,7738.402,0cbc,0,5,006e,44,0b2c,5a,57,0,58,3f,021f,37b0,65,,
